Feature ID	Taxon	Confidence
MJ020-1-barcode31-umi5001bins-ubs-65	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__UBA6136; s__UBA6136 sp009922685	1.0
MJ020-2-barcode70-umi80548bins-ubs-3	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__CAG-272; g__RUG13077; s__RUG13077 sp902785485	1.0
MJ030-1-barcode42-umi15676bins-ubs-29	d__Bacteria; p__Myxococcota_A_473307; c__; o__; f__; g__; s__	1.0
AB257720	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Nevskiales; f__Nevskiaceae; g__Panacagrimonas; s__Panacagrimonas perspica	1.0
MJ010-1-barcode26-umi61691bins-ubs-12	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__UBA10450; g__AV40; s__	1.0
MJ034-2-barcode60-umi15801bins-ubs-5	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__Acidobacteriaceae; g__Edaphobacter_415416; s__Edaphobacter flagellatus	1.0
MJ031-1-barcode30-umi31305bins-ubs-8	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Acidiferrobacterales; f__Sulfurifustaceae; g__Sulfuricaulis; s__	1.0
DQ673873	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Agromyces_B_382064; s__Agromyces_B_382064 allii	1.0
MJ034-1-barcode40-umi16308bins-ubs-16	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__OLB8; s__	1.0
MJ034-1-barcode34-umi25826bins-ubs-5	d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Pyrinomonadaceae_433871; g__PSRF01; s__PSRF01 sp002427845	1.0
MJ034-1-barcode25-umi1884bins-ubs-224	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Flavobacteriaceae; g__Flavobacterium; s__Flavobacterium fluviale	1.0
RS-GCF-000719855.1-NZ-JOIB01000087.1	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Streptomycetales_400645; f__Streptomycetaceae_400641; g__Streptomyces_G_399870; s__	1.0
G012927555	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Dermatophilaceae_390796; g__UBA4719; s__UBA4719 sp012927555	1.0
MJ032-2-barcode70-umi75627bins-ubs-5	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales_A; f__Legionellaceae_A; g__Legionella_D; s__	1.0
AB088362	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Thermoactinomycetales_367866; f__DSM-44946; g__Planifilum; s__Planifilum fulgidum	1.0
MJ030-1-barcode35-umi18940bins-ubs-26	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Paracaedibacterales; f__Paracaedibacteraceae; g__; s__	1.0
RS-GCF-013184545.1-NZ-JAAOJA010000036.1	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_650611; f__Pseudomonadaceae; g__Pseudomonas_E_648040; s__Pseudomonas_E_648040 taeanensis	1.0
MJ031-1-barcode42-umi20777bins-ubs-18	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_597441; f__Nitrosomonadaceae; g__Nitrosomonas; s__	1.0
MJ034-1-barcode34-umi14549bins-ubs-20	d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__UBA7656; f__UBA7656; g__QHVH01; s__QHVH01 sp003222245	1.0
MJ032-1-barcode26-umi67581bins-ubs-3	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae_900466; g__Ohtaekwangia; s__Ohtaekwangia flava	1.0
MJ034-2-barcode52-umi1300bins-ubs-315	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae_966727; g__Niastella; s__	1.0
MJ032-1-barcode26-umi37451bins-ubs-10	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__Aureispira; s__	1.0
MJ030-2-barcode58-umi111748bins-ubs-3	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_500471; f__Rhizobiaceae_A_500471; g__Agrobacterium; s__Agrobacterium rubi	1.0
MJ030-1-barcode25-umi18764bins-ubs-25	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__; g__; s__	1.0
MJ034-1-barcode30-umi26918bins-ubs-4	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__; s__	1.0
GB-GCA-902636475.1-CACPRN010000105.1	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia_401430; o__Acidimicrobiales; f__JACDCH01; g__VFJN01; s__	1.0
MJ034-2-barcode65-umi5868bins-ubs-43	d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Pyrinomonadaceae_431435; g__QQUY01; s__	1.0
MJ031-1-barcode27-umi27930bins-ubs-12	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae_966727; g__Terrimonas_941540; s__	1.0
AF367204	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingopyxis; s__Sphingopyxis chilensis	1.0
JF834143	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_501059; f__Rhizobiaceae_A_501059; g__Ensifer; s__Ensifer sesbaniae	1.0
MJ020-1-barcode44-umi43951bins-ubs-10	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae_966727; g__Chitinophaga; s__Chitinophaga ginsengihumi	1.0
MJ031-1-barcode42-umi32157bins-ubs-8	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae_966727; g__Flavisolibacter_B; s__Flavisolibacter_B ginsengiterrae	1.0
MJ030-1-barcode42-umi75218bins-ubs-6	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cytophagaceae; g__Cytophaga; s__	1.0
MJ010-1-barcode33-umi107840bins-ubs-5	d__Bacteria; p__Myxococcota_A_473307; c__Polyangia_463783; o__Nannocystales; f__Nannocystaceae; g__Enhygromyxa; s__	1.0
MJ030-1-barcode42-umi44071bins-ubs-12	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__GCA-2748055; g__GCA-2748055; s__GCA-2748055 sp011056635	1.0
MJ010-1-barcode26-umi28875bins-ubs-23	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Acetivibrionales; f__; g__; s__	1.0
AB680882	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas_L_486704; s__Sphingomonas_L_486704 pruni	1.0
MJ031-1-barcode42-umi38318bins-ubs-4	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_597441; f__Nitrosomonadaceae; g__Nitrosospira; s__	1.0
MJ020-2-barcode59-umi24035bins-ubs-21	d__Bacteria; p__Bdellovibrionota_E; c__Bdellovibrionia_A_473294; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Ga0074137; s__Ga0074137 sp001464715	1.0
MJ010-1-barcode26-umi42324bins-ubs-17	d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Pyrinomonadaceae_433871; g__PSRF01; s__PSRF01 sp002427845	1.0
MJ020-2-barcode52-umi4221bins-ubs-132	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Flavobacteriaceae; g__Flavobacterium; s__	1.0
MJ032-2-barcode57-umi64052bins-ubs-6	d__Bacteria; p__Firmicutes_C; c__Negativicutes; o__Propionisporales_41694; f__Propionisporaceae_41694; g__Pelosinus; s__	1.0
MJ030-2-barcode58-umi114860bins-ubs-3	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__Ramlibacter_588642; s__Caenimonas terrae	1.0
G000499525	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Peptostreptococcales; f__Peptostreptococcaceae_256921; g__CCUG-7971; s__CCUG-7971 spG000499525	1.0
MJ020-1-barcode31-umi95423bins-ubs-5	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__; f__; g__; s__	1.0
MJ010-1-barcode26-umi139173bins-ubs-4	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__Gp1-AA117; g__Gp1-AA17; s__Gp1-AA17 sp003223515	1.0
X89934	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Streptosporangiales; f__Streptosporangiaceae; g__Streptosporangium; s__Streptosporangium album	1.0
RS-GCF-001669335.1-NZ-LZLL01000080.1	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Mycobacteriaceae; g__Mycobacterium; s__Mycobacterium avium	1.0
MJ030-2-barcode59-umi16382bins-ubs-34	d__Bacteria; p__Bdellovibrionota_E; c__Bdellovibrionia_A_473294; o__Bdellovibrionales; f__; g__; s__	1.0
RS-GCF-900111905.1-NZ-FOKM01000037.1	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_500279; f__Rhizobiaceae_A_500279; g__Neorhizobium; s__	1.0
MJ031-1-barcode42-umi16730bins-ubs-26	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae_966727; g__; s__	1.0
X76740	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Clostridiales; f__Clostridiaceae_222000; g__Clostridium_T; s__Clostridium_T intestinale	1.0
MJ032-2-barcode69-umi26774bins-ubs-20	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__AKYH767-A; f__2013-40CM-41-45; g__QQVM01; s__QQVM01 sp004295015	1.0
MJ030-2-barcode58-umi110972bins-ubs-4	d__Bacteria; p__Nitrospirota_A_437815; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira_A; s__Nitrospira_A defluvii_A	1.0
MJ034-1-barcode48-umi10522bins-ubs-35	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__Pedosphaeraceae; g__Pedosphaera; s__Pedosphaera parvula	1.0
GB-GCA-016702615.1-JADJDR010000004.1	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Kineosporiaceae; g__; s__	1.0
D13723	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingopyxis; s__Sphingopyxis macrogoltabida_485565	1.0
KY457225	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Flavobacteriaceae; g__Confluentibacter; s__Confluentibacter citreus	1.0
MJ033-1-barcode47-umi11777bins-ubs-24	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__20CM-2-55-15; f__20CM-2-55-15; g__DSPE01; s__DSPE01 sp011046715	1.0
RS-GCF-004794075.1-NZ-SRYW01000036.1	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales_616009; f__Xanthomonadaceae_616009; g__Stenotrophomonas_A_615274; s__Stenotrophomonas_A_615274 rhizophila	1.0
JX949238	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Arcticibacter; s__Arcticibacter pallidicorallinus	1.0
DQ100063	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_501058; f__Rhizobiaceae_A_501058; g__Rhizobium_A_501058; s__Rhizobium_A_501058 mesosinicum	1.0
MJ020-2-barcode70-umi78461bins-ubs-4	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__Opitutaceae; g__IMCC26134_A; s__	1.0
MJ034-2-barcode50-umi4983bins-ubs-55	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__UBA11358; g__WYBW01; s__WYBW01 sp011525685	1.0
MK931436	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_504705; f__Xanthobacteraceae_503485; g__Ancylobacter_C; s__Ancylobacter_C lacus	1.0
MJ031-2-barcode69-umi8730bins-ubs-49	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae_929731; g__Edaphocola; s__Edaphocola helva	1.0
JX089326	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae_367444; g__Paenibacillus_Z_364416; s__Paenibacillus_Z_364416 xanthinilyticus	1.0
EU009209	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium_A_485959; s__Sphingobium_A_485959 scionense	1.0
RS-GCF-000620285.1-NZ-JHVT01000030.1	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_650611; f__Pseudomonadaceae; g__Pseudomonas_E_647464; s__	1.0
RS-GCF-004134825.1-NZ-SDPN01000084.1	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Agromyces_B_382064; s__Agromyces_B_382064 albus	1.0
MJ033-1-barcode36-umi40680bins-ubs-3	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__; g__; s__	1.0
KX893410	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas_L_486704; s__Sphingomonas_L_486704 palmae	1.0
MJ032-1-barcode26-umi54200bins-ubs-6	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Flavobacteriaceae; g__Flavobacterium; s__	1.0
MJ030-1-barcode42-umi43986bins-ubs-12	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__Ramlibacter_582307; s__Ramlibacter alkalitolerans	1.0
AB682230	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus; s__Paracoccus chinensis	1.0
RS-GCF-003058325.1-NZ-CP028844.1--3	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_504705; f__Beijerinckiaceae; g__Methylobacterium; s__Methylobacterium currus	1.0
RS-GCF-013248995.1-NZ-JABRPK010000009.1	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Frigoribacterium; s__Frigoribacterium sp001424645	1.0
MF538728	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Flavobacteriaceae; g__Flavobacterium; s__Flavobacterium edaphi	1.0
MJ030-1-barcode36-umi5807bins-ubs-57	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae_900466; g__Chryseolinea; s__Chryseolinea serpens	1.0
G001645185	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_597441; f__Methylophilaceae; g__MM2; s__MM2 sp001645185	1.0
MJ030-1-barcode42-umi47680bins-ubs-11	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__Variovorax; s__Variovorax sp001577265	1.0
MJ033-1-barcode36-umi34036bins-ubs-5	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__; g__; s__	1.0
MJ020-2-barcode52-umi50291bins-ubs-10	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__VadinHA17_874699; g__HyVt-105; s__	1.0
MJ034-2-barcode51-umi13483bins-ubs-8	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_B_310392; f__Bacillaceae_G_310392; g__Gottfriedia; s__Gottfriedia sp003053645	1.0
MJ020-1-barcode44-umi18452bins-ubs-22	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592524; f__Burkholderiaceae_A_574934; g__Noviherbaspirillum_A_569121; s__Noviherbaspirillum_A_569121 sp001428545	1.0
KC569790	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae_966727; g__Flavihumibacter; s__Flavihumibacter solisilvae	1.0
RS-GCF-003731795.1-NZ-MOAN01000030.1	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_650611; f__Pseudomonadaceae; g__Pseudomonas_E_647464; s__Pseudomonas_E_647464 chlororaphis	1.0
KF551166	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_501059; f__Rhizobiaceae_A_501059; g__Pararhizobium; s__Rhizobium gei	1.0
MJ034-1-barcode31-umi9275bins-ubs-43	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__; s__	1.0
MJ034-1-barcode32-umi12512bins-ubs-26	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__DSM-16500; f__DSM-16500; g__Aquicella_A; s__	1.0
MJ031-1-barcode30-umi34254bins-ubs-6	d__Bacteria; p__Bdellovibrionota_E; c__Bdellovibrionia_A_470743; o__UBA1018; f__UBA923; g__UBA923; s__UBA923 sp002387735	1.0
MJ030-2-barcode59-umi98989bins-ubs-4	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__M3007; s__M3007 sp011368025	1.0
RS-GCF-001556635.1-NZ-LSJF01000595.1	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas_L_486704; s__Sphingomonas_L_486704 suaedae	1.0
MJ033-1-barcode36-umi1647bins-ubs-200	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae_966727; g__Flavitalea_936101; s__Flavitalea gansuensis	1.0
HQ839786	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592524; f__Burkholderiaceae_A_574758; g__Pseudoduganella; s__Pseudoduganella lurida	1.0
JQ319004	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Prosthecobacter; s__Prosthecobacter algae	1.0
MJ030-2-barcode58-umi89691bins-ubs-6	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_B_302584; f__DSM-18226_301387; g__Bacillus_BD; s__	1.0
RS-GCF-014873545.1-NZ-JADBDW010000001.1	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_501396; f__Rhizobiaceae_A_499470; g__; s__	1.0
AB899817	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Brevundimonas; s__	1.0
MJ032-2-barcode73-umi9028bins-ubs-46	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Mucilaginibacter_A; s__Mucilaginibacter_A ginsengisoli	1.0
RS-GCF-010634855.1-NZ-MWLQ01000064.1	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Microbacterium_A_383184; s__	1.0
MJ033-1-barcode36-umi6786bins-ubs-58	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__OMJO01; g__OMJO01; s__OMJO01 sp900299395	1.0
MJ030-1-barcode25-umi6751bins-ubs-56	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae_900466; g__ELB16-189; s__ELB16-189 sp001567185	1.0
MJ030-2-barcode58-umi88028bins-ubs-5	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__DSM-16500; f__DSM-16500; g__UBA4722; s__UBA4722 sp002404295	1.0
MJ030-1-barcode25-umi75561bins-ubs-6	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__Hydrogenophaga_590395; s__	1.0
RS-GCF-001444665.1-NZ-LJSZ01000066.1	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Clostridiales; f__Clostridiaceae_222000; g__Clostridium_F; s__Clostridium_F botulinum	1.0
MJ034-2-barcode72-umi1442bins-ubs-290	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomaceae; g__Dyadobacter_906268; s__Dyadobacter alkalitolerans	1.0
MJ031-2-barcode61-umi15219bins-ubs-30	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae_966727; g__; s__	1.0
MJ031-1-barcode42-umi34075bins-ubs-6	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_597441; f__Nitrosomonadaceae; g__Nitrosospira; s__	1.0
AY024332	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Clostridiales; f__Clostridiaceae_222000; g__Clostridium_J; s__Clostridium_J sulfidigenes	1.0
KY287247	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides_A_392796; s__Nocardioides_A_392796 pelophilus	1.0
MJ032-2-barcode69-umi53820bins-ubs-10	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__; g__; s__	1.0
Y18175	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Clostridiales; f__Clostridiaceae_222000; g__Clostridium_T; s__Clostridium_T sartagoforme_A	1.0
MJ007-2-barcode68-umi1820bins-ubs-263	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__; g__; s__	1.0
KM522835	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Streptosporangiales; f__Streptosporangiaceae; g__Nonomuraea_394555; s__Nonomuraea indica	1.0
G003243265	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae_900466; g__ELB16-189; s__ELB16-189 sp001567185	1.0
RS-GCF-016735675.1-NZ-JAERSG010000009.1	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides_A_392796; s__	1.0
AJ786000	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Roseomonas_B; s__Roseomonas_B lacus	1.0
MJ034-1-barcode39-umi5969bins-ubs-76	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Chthoniobacteraceae; g__; s__	1.0
KF601947	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Peptostreptococcales; f__Thermotaleaceae; g__Anaerosolibacter; s__Anaerosolibacter carboniphilus	1.0
G001758225	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Dermatophilaceae_390796; g__Terracoccus; s__Terracoccus sp001758225	1.0
MJ010-1-barcode26-umi109033bins-ubs-7	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_B_302584; f__DSM-18226_301387; g__Bacillus_BD; s__Niallia oryzisoli	1.0
G000725485	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Streptosporangiales; f__Streptosporangiaceae; g__Nonomuraea_394555; s__Nonomuraea candida	1.0
MJ030-2-barcode62-umi31653bins-ubs-23	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae_900466; g__Chryseolinea; s__	1.0
RS-GCF-900292075.1-NZ-OLMV01000001.1	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Microbacterium_A_383184; s__Microbacterium_A_383184 ureisolvens	1.0
EF207155	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium_A_485959; s__Sphingobium_A_485959 ummariense	1.0
MJ032-2-barcode60-umi86526bins-ubs-4	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales_616009; f__Xanthomonadaceae_616009; g__Stenotrophomonas_A_615274; s__	1.0
LR797591	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_650611; f__Pseudomonadaceae; g__Pseudomonas_E_647464; s__Pseudomonas_E_647464 neuropathica	1.0
MJ010-1-barcode26-umi10516bins-ubs-47	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Anaerocolumna; s__	1.0
MJ034-2-barcode71-umi5145bins-ubs-53	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae_929731; g__Flavipsychrobacter_929086; s__Flavipsychrobacter sp902168085	1.0
GQ406812	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Micrococcaceae; g__Paeniglutamicibacter; s__Paeniglutamicibacter cryotolerans	1.0
MJ031-2-barcode61-umi39718bins-ubs-6	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__Ramlibacter_588642; s__Caenimonas terrae	1.0
MJ030-1-barcode25-umi37659bins-ubs-14	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__Ramlibacter_582307; s__	1.0
GB-GCA-013817595.1-JACDCK010000154.1	d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Ardenticatenales; f__Ardenticatenaceae; g__Ardenticatena; s__Ardenticatena maritima	1.0
MJ030-2-barcode58-umi57751bins-ubs-11	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Poseidonocella_488769; s__	1.0
MJ034-1-barcode33-umi27060bins-ubs-4	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_501396; f__Rhizobiaceae_A_499470; g__Mesorhizobium_G; s__	1.0
MJ010-2-barcode71-umi98260bins-ubs-5	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae_900466; g__Ohtaekwangia; s__	1.0
RS-GCF-001766675.1-NZ-MJLT01000027.1	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Micrococcaceae; g__Arthrobacter_G_385797; s__Arthrobacter_G_385797 cupressi	1.0
MJ034-1-barcode37-umi17252bins-ubs-14	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Prosthecobacter; s__	1.0
MJ034-1-barcode33-umi9696bins-ubs-41	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomaceae; g__; s__	1.0
MJ032-1-barcode26-umi47595bins-ubs-6	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Micavibrionales; f__Micavibrionaceae; g__UBA1573; s__	1.0
