OTU_ID	HaZm1	HaZm2	HaZm3	HaZm4	HaZm5	HaZm6	HaZm7	HaZm8	HaZm9	HaZm10	ZmGm1	ZmGm2	ZmGm3	ZmGm4	ZmGm5	ZmGm6	ZmGm7	ZmGm8	ZmGm9	ZmGm10	TaGm1	TaGm2	TaGm3	TaGm4	TaGm5	TaGm6	TaGm7	TaGm8	TaGm9	TaGm10	ZmZm1	ZmZm2	ZmZm3	ZmZm4	ZmZm5	ZmZm6	ZmZm7	ZmZm8	ZmZm9	ZmZm10	GmZm1	GmZm2	GmZm3	GmZm4	GmZm5	GmZm6	GmZm7	GmZm8	GmZm9	GmZm10	GmGm1	GmGm2	GmGm3	GmGm4	GmGm5	GmGm6	GmGm7	GmGm8	GmGm9	GmGm10	PsZm1	PsZm2	PsZm3	PsZm4	PsZm5	PsZm6	PsZm7	PsZm8	PsZm9	PsZm10	taxonomy	Taxon	Taxon Level	Trophic Mode	Guild	Growth Morphology	Trait	Confidence Ranking	Notes	Citation/Source
OTU_3694	0	0	0	0	0	1	0	5	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	18	0	44	4	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	9	6	4	7	6	1	16	1	0	0	0	34	0	4	0	10	0	2	0	0	0	0	7	Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis	Funneliformis	13	Symbiotroph	Arbuscular Mycorrhizal	NULL	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
OTU_780	7	3	0	0	0	0	4	4	0	0	13	0	0	5	1	0	0	0	7	0	4	0	2	16	2	1	0	4	0	0	0	4	0	14	9	8	0	10	0	0	4	0	0	0	2	0	0	0	16	10	1	2	0	0	0	0	0	1	1	9	3	1	0	10	5	0	0	0	5	2	Fungi,Glomeromycota,Glomeromycetes,Glomerales	Glomerales	7	Symbiotroph	Arbuscular Mycorrhizal	Microfungus	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
OTU_539	0	0	0	0	0	4	7	0	3	0	0	0	3	27	0	0	0	0	4	15	2	1	3	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	7	2	0	0	0	8	0	3	8	0	14	3	0	4	1	4	0	5	0	2	5	0	7	14	14	4	4	0	5	0	0	0	Fungi,Glomeromycota,Glomeromycetes,Glomerales	Glomerales	7	Symbiotroph	Arbuscular Mycorrhizal	Microfungus	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
OTU_561	0	0	1	0	0	0	0	0	0	1	0	8	0	1	0	3	5	0	0	60	4	6	31	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	18	0	9	9	0	0	0	0	4	0	1	0	3	6	0	6	0	0	0	Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae	Phaeosphaeriaceae	9	Pathotroph-Saprotroph	Fungal Parasite-Plant Pathogen-Plant Saprotroph	Microfungus	NULL	Probable	Necrotrophic or saprobic on a wide range of plants, especially monocotyledons; a few species parasitic on other fungi (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
OTU_4267	0	5	9	0	5	7	11	4	0	2	0	0	3	3	0	2	8	0	0	3	4	0	0	0	0	17	4	0	0	2	0	3	0	0	0	5	5	5	11	0	4	0	0	0	0	0	10	12	11	0	2	0	0	0	9	6	0	0	1	0	0	1	0	9	0	0	0	0	0	0	Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Dominikia	Glomeraceae	9	Symbiotroph	Arbuscular Mycorrhizal	Microfungus	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
OTU_540	12	0	1	7	3	0	4	9	65	7	0	0	0	13	0	0	0	2	0	0	0	0	0	0	0	10	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	5	0	0	0	1	7	7	1	3	0	0	2	0	6	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae	Glomeraceae	9	Symbiotroph	Arbuscular Mycorrhizal	Microfungus	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
OTU_635	1	0	0	0	1	0	0	0	0	1	7	0	0	0	0	0	0	5	0	10	0	0	0	26	5	0	0	0	0	0	0	1	0	0	0	6	5	3	0	0	0	0	17	3	0	0	4	2	0	0	0	0	10	0	2	2	1	16	0	6	0	0	0	25	12	0	0	11	0	0	Fungi,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,Periconia_verrucosa	Periconia	13	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Plant Pathogen-Wood Saprotroph	Microfungus	Soft Rot	Possible	Dark Septate Endophyte, known from plant roots (Mandyam et al. 2010); Endophyte Host - Asteraceae, Musaceae (Costa et al. 2012)	b'Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645 ((https://doi.org/10.2307/3757045)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Mandyam K, et al. 2012. Mycorrhiza 22:109-119 ((https://doi.org/10.1007/s00572-011-0386-y)); Knapp DG, et al. 2012. PLOS ONE 7:e32570 (( https://doi.org/10.1371/journal.pone.0032570)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
OTU_610	0	0	0	5	0	0	0	2	3	0	0	0	1	0	2	9	6	3	1	0	1	5	4	0	0	0	0	8	7	0	1	1	2	12	5	5	0	0	0	0	5	0	0	35	0	0	1	3	0	0	0	4	2	0	4	0	5	0	0	3	6	0	0	8	5	0	6	0	7	3	Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae	Chaetomiaceae	9	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Dung Saprotroph-Endophyte-Epiphyte-Plant Saprotroph-Wood Saprotroph	Microfungus	Soft Rot	Possible	Saprobic, acting as key decay organisms of plant materials and plant-derived commodities (Cannon & Kirk 2007); Epiphyte detection method-culture (Massimo et al. 2015); Endophyte detection method-culture (Busby et al. 2016, David et al. 2016); Likely opportunistic human pathogen (Irinyi et al. 2015)	b'Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge ((https://isbnsearch.org/isbn/9780851998275));  Bills GF, et al. 2013. Current Opinion in Microbiology 16:549-565 ((https://doi.org/10.1016/j.mib.2013.08.001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Massimo NC, et al. 2015. Microbial Ecology 70:61-76 ((https://doi.org/10.1007/s00248-014-0563-6)); Busby PE, et al. 2016. New Phytologist 209:1681-1692 ((https://doi.org/10.1111/nph.13742)); David AS, et al. 2016. Microbial Ecology 71:912-926 ((https://doi.org/10.1007/s00248-015-0712-6))'
OTU_557	0	0	0	0	31	11	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	19	1	7	0	0	0	0	0	0	0	8	0	3	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	Fungi,Blastocladiomycota,Blastocladiomycetes,Blastocladiales,Catenariaceae,Catenaria,Catenaria_anguillulae	Catenaria	13	Saprotroph	Undefined Saprotroph	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
OTU_4173	6	3	2	7	7	0	0	0	0	0	0	0	0	0	0	8	4	0	8	0	2	0	1	1	1	0	1	0	0	0	23	8	2	2	3	0	5	0	0	1	24	2	1	13	7	2	3	1	0	1	1	0	0	4	1	3	1	8	8	0	0	0	0	0	0	0	0	0	0	0	Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus_irregularis	Rhizophagus	13	Symbiotroph	Arbuscular Mycorrhizal	NULL	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
OTU_3465	3	4	2	1	2	0	1	2	0	0	5	2	2	4	11	1	5	0	0	5	1	0	0	1	8	1	2	1	2	2	24	3	1	1	0	1	6	10	2	0	4	1	0	2	8	0	1	4	5	5	4	2	0	2	10	0	2	0	3	0	1	0	2	0	0	0	0	0	0	0	Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus_irregularis	Rhizophagus	13	Symbiotroph	Arbuscular Mycorrhizal	NULL	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
OTU_4192	0	3	0	0	0	0	5	0	0	0	0	0	3	81	0	0	13	0	1	0	0	0	0	4	0	5	12	6	0	0	0	0	0	0	0	0	7	6	0	0	0	0	8	0	11	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora	Diversispora	13	Symbiotroph	Arbuscular Mycorrhizal	NULL	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
OTU_794	14	0	19	2	16	1	1	1	11	0	0	0	1	1	4	2	0	0	10	0	3	0	1	6	6	2	2	1	5	0	1	3	1	4	1	1	1	1	1	0	3	3	1	0	2	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	9	0	0	12	3	0	1	Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus	Claroideoglomus	13	Symbiotroph	Arbuscular Mycorrhizal	NULL	NULL	Highly Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
OTU_665	2	8	17	16	1	0	31	7	11	0	0	0	0	1	5	4	3	0	2	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	2	0	0	0	0	2	4	0	0	1	1	0	2	15	2	0	4	2	4	3	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus	Rhizophagus	13	Symbiotroph	Arbuscular Mycorrhizal	NULL	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
OTU_3667	0	0	0	0	0	0	0	1	0	0	0	0	13	55	0	0	0	0	0	0	2	0	0	7	0	0	0	2	0	0	0	0	0	0	4	0	0	18	5	0	0	0	0	0	21	0	0	0	0	14	4	0	0	2	0	0	1	0	0	0	0	0	8	0	0	0	0	0	4	0	Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,Diversispora_sporocarpia	Diversispora	13	Symbiotroph	Arbuscular Mycorrhizal	NULL	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
OTU_571	1	0	0	1	0	0	5	0	16	0	0	0	14	20	0	18	0	0	10	0	0	0	0	6	0	9	3	0	0	0	0	0	0	0	0	0	0	0	6	0	3	0	0	4	0	0	0	0	3	2	0	0	0	8	2	6	0	0	0	0	3	0	11	6	0	0	0	0	0	0	Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Septoglomus	Septoglomus	13	Symbiotroph	Arbuscular Mycorrhizal	NULL	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
OTU_575	0	0	1	0	0	0	12	0	0	1	0	0	0	10	0	0	12	0	71	8	0	3	0	4	1	0	0	2	0	0	0	9	1	0	5	0	0	3	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	2	0	1	2	Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora	Diversispora	13	Symbiotroph	Arbuscular Mycorrhizal	NULL	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
OTU_1784	0	14	0	0	0	6	16	1	7	0	0	0	0	0	7	1	0	1	0	0	0	0	0	0	0	0	9	1	8	1	0	0	0	0	0	0	11	4	9	0	3	0	0	2	0	0	6	5	1	0	1	14	0	0	0	0	0	0	0	0	5	0	2	13	0	0	4	3	0	1	Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae	Glomeraceae	9	Symbiotroph	Arbuscular Mycorrhizal	Microfungus	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
OTU_600	0	0	0	2	1	11	9	12	2	0	0	0	0	0	5	0	0	3	1	1	2	3	0	2	0	0	1	1	16	3	0	0	3	0	1	2	3	0	0	0	0	0	3	0	0	0	0	1	6	11	4	3	0	0	0	3	0	0	5	0	0	8	0	13	0	0	6	0	6	2	Fungi,Glomeromycota,Glomeromycetes,Glomerales	Glomerales	7	Symbiotroph	Arbuscular Mycorrhizal	Microfungus	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
OTU_605	8	0	0	6	1	8	0	3	0	0	0	0	0	3	0	0	1	0	5	15	0	0	0	0	0	0	0	3	0	0	3	2	1	3	0	0	0	1	5	1	5	8	2	0	0	8	0	0	5	1	0	0	0	29	0	0	0	0	2	0	4	0	6	0	3	0	13	0	0	0	Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Scutellinia	Scutellinia	13	Saprotroph	Undefined Saprotroph	Pezizoid	NULL	Probable	Common name - eye lash cup	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
OTU_733	5	5	6	0	0	2	0	0	1	0	2	0	0	2	9	0	0	0	4	0	5	1	0	4	7	0	1	1	0	5	2	4	0	10	3	3	6	3	0	0	0	0	1	2	1	0	0	1	11	12	0	0	0	1	0	6	0	1	8	0	9	3	0	1	0	0	3	2	1	0	Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus	Claroideoglomus	13	Symbiotroph	Arbuscular Mycorrhizal	NULL	NULL	Highly Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
OTU_4405	14	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	134	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza	Peziza	13	Saprotroph-Symbiotroph	Dung Saprotroph-Ectomycorrhizal-Litter Saprotroph-Undefined Saprotroph	Pezizoid	NULL	Possible	Saprobic or ectomycorrhizal, on or in soil, leafmould etc., some species associated with dung or fire sites (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (pro parte)'
OTU_583	0	0	0	1	0	4	4	0	0	0	0	0	1	0	2	0	0	0	0	0	5	2	0	0	0	7	0	0	0	7	1	4	0	92	0	4	0	1	0	0	5	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium	Filobasidium	13	Saprotroph	Undefined Saprotroph	Facultative Yeast	NULL	Highly Probable	NULL	b'Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego (ISBN: 9780444521491)'
OTU_616	5	0	0	2	0	0	3	0	2	4	3	0	1	0	5	0	0	0	0	0	5	0	0	0	0	17	2	0	0	0	0	1	0	3	0	0	3	8	0	2	0	3	0	9	0	0	0	2	0	9	0	0	1	0	1	0	5	15	0	0	0	1	1	9	2	2	0	6	4	14	Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Pseudopithomyces,Pseudopithomyces_angolensis	Didymosphaeriaceae	9	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph	Microfungus	NULL	Probable	Saprobes in both woody and herbaceous material, also parasitic on other fungi (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Massimo NC, et al. 2015. Microbial Ecology 70:61-76 ((https://doi.org/10.1007/s00248-014-0563-6))'
OTU_626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	5	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	10	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Septoriella,Septoriella_oudemansii	Phaeosphaeriaceae	9	Pathotroph-Saprotroph	Fungal Parasite-Plant Pathogen-Plant Saprotroph	Microfungus	NULL	Probable	Necrotrophic or saprobic on a wide range of plants, especially monocotyledons; a few species parasitic on other fungi (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
OTU_775	1	4	1	0	0	3	3	4	0	0	3	5	1	1	20	0	4	5	0	2	0	0	0	2	0	12	2	0	0	0	1	0	0	0	1	3	3	0	0	10	0	0	0	1	0	5	4	0	2	0	5	1	0	2	1	5	0	0	1	0	13	3	9	0	2	0	0	0	2	3	Fungi,Zoopagomycota,Zoopagomycetes,Zoopagales,Piptocephalidaceae,Syncephalis	Syncephalis	13	Pathotroph	Fungal Parasite	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
OTU_787	0	0	0	6	0	0	2	5	6	0	0	0	2	0	0	4	0	0	0	14	1	1	0	8	5	0	0	0	0	0	1	0	0	5	7	1	5	0	0	1	0	0	0	0	1	0	8	3	6	6	2	2	0	0	2	0	4	0	6	0	10	0	4	9	2	5	0	0	2	4	Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Alfaria	Alfaria	13	Saprotroph	Soil Saprotroph-Undefined Saprotroph	Microfungus	NULL	Highly Probable	Saprotroph isolated from leaf litter and soil (Lombard et al. 2016)	b'Lombard L, et al. 2016. Persoonia 36:156-246 ((https://doi.org/10.3767/003158516X691582))'
OTU_2519	2	0	0	0	0	0	1	0	10	19	0	0	0	1	1	1	0	0	0	7	0	0	0	3	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	35	7	0	0	1	5	29	1	17	0	0	Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae	Orbiliaceae	9	Saprotroph	Wood Saprotroph	Microfungus	NULL	Probable	Saprobic, found especially on wood in both wet and dry habitats. Many species are nematophagous, forming adhesive knobs, nets or ring-like traps in the presence of a food source; perhaps a strategy for life in low-nitrogen environments. There have been reports of associations with algae for a few species, but an established lichen association appears not to exist (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
OTU_661	5	0	18	6	0	0	0	4	0	2	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	9	0	0	7	1	0	2	7	4	3	0	1	0	6	7	6	0	0	8	7	0	0	0	0	0	7	0	1	5	1	1	0	6	9	0	1	2	3	0	3	Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Dominikia	Glomeraceae	9	Symbiotroph	Arbuscular Mycorrhizal	Microfungus	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
OTU_630	0	0	0	0	0	0	1	9	10	0	0	0	0	28	10	0	0	0	2	10	0	2	1	0	6	0	1	7	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	3	2	0	2	0	0	0	2	0	0	2	0	1	3	24	4	0	0	0	0	0	0	Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae	Glomerales	7	Symbiotroph	Arbuscular Mycorrhizal	Microfungus	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
OTU_3959	0	1	0	8	4	0	0	0	0	0	0	0	0	0	0	2	1	0	5	0	3	0	0	4	1	0	9	0	0	0	5	8	2	1	0	0	0	0	0	0	21	1	0	5	12	3	6	0	0	1	0	0	0	6	4	6	7	2	18	0	0	0	0	0	1	0	0	0	0	0	Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus_irregularis	Rhizophagus	13	Symbiotroph	Arbuscular Mycorrhizal	NULL	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
OTU_609	0	0	0	6	0	21	0	0	3	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	1	0	0	5	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae	Glomeraceae	9	Symbiotroph	Arbuscular Mycorrhizal	Microfungus	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
OTU_599	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Hannaella,Hannaella_luteola	Tremellales	7	Pathotroph-Saprotroph-Symbiotroph	Fungal Parasite-Undefined Saprotroph	Tremelloid-Yeast	NULL	Possible	The order contains both teleomorphic and anamorphic species, most of the latter being yeasts	b'Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))'
OTU_588	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,Cyphellophora_oxyspora	Cyphellophora	13	Pathotroph-Saprotroph	Animal Pathogen-Undefined Saprotroph	Facultative Yeast-Microfungus	NULL	Probable	Consult the current literature for updated names on this group that included the Black Yeasts; Some species are likely opportunistic human pathogen (Irinyi et al. 2015)	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008))'
OTU_587	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	4	4	0	33	0	2	0	0	3	0	0	0	0	0	0	0	0	0	2	1	1	0	60	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae	Glomeraceae	9	Symbiotroph	Arbuscular Mycorrhizal	Microfungus	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
OTU_598	0	0	0	1	1	0	11	13	2	0	1	0	5	0	0	8	0	4	0	1	5	0	6	0	0	0	11	2	0	0	0	3	0	9	0	0	0	0	4	3	0	0	0	2	2	0	19	0	0	0	5	4	0	0	2	2	0	0	0	0	3	1	0	8	0	0	0	0	0	2	Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae	Glomeraceae	9	Symbiotroph	Arbuscular Mycorrhizal	Microfungus	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
OTU_667	0	0	0	0	2	3	1	0	1	0	0	0	3	0	0	116	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Nectriella	Nectriella	13	 Saprotroph	Undefined Saprotroph	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
OTU_653	0	1	0	0	0	0	23	0	0	0	1	1	1	1	12	2	0	2	2	5	2	0	0	0	1	2	4	0	9	0	1	0	0	0	1	2	0	1	1	0	0	4	0	1	0	0	0	0	0	7	1	0	1	1	0	0	0	0	0	1	9	0	21	0	0	1	0	0	15	0	Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia	Malassezia	13	Pathotroph-Saprotroph	Animal Pathogen-Undefined Saprotroph	Facultative Yeast	NULL	Probable	A lipid-dependent fungus growing on the sebaceous areas of human skin that may cause or exacerbate several skin diseases (Pityrosporum is a synonym that has been used for the yeast forms)	b'Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego (ISBN: 9780444521491); Findley K, et al. 2013. Nature 498:367-370 ((https://doi.org/10.1038/nature12171))'
